"sample_id","coll_date","bap","genspecies","indiv","wqa","collect","WAVE","freq"
"1",1006,"8/21/2003",7.73,"Hydropsyche betteni",4,"non",1,NA,1
"2",1006,"8/21/2003",7.73,"Hydropsyche bronta",2,"non",1,NA,1
"3",1006,"8/21/2003",7.73,"Micropsectra sp.",1,"non",1,NA,1
"4",1006,"8/21/2003",7.73,"Hydropsyche sparna",7,"non",1,NA,1
"5",1006,"8/21/2003",7.73,"Antocha sp.",2,"non",1,NA,1
"6",1006,"8/21/2003",7.73,"Polypedilum laetum",1,"non",1,NA,1
"7",1006,"8/21/2003",7.73,"Polypedilum flavum",1,"non",1,NA,1
"8",1006,"8/21/2003",7.73,"Paragnetina media",1,"non",1,NA,1
"9",1006,"8/21/2003",7.73,"Eukiefferiella devonica gr.",1,"non",1,NA,1
"10",1006,"8/21/2003",7.73,"Hemerodromia sp.",2,"non",1,NA,1
"11",1006,"8/21/2003",7.73,"Polypedilum aviceps",2,"non",1,NA,1
"12",1006,"8/21/2003",7.73,"Orthocladius dubitatus",1,"non",1,NA,1
"13",1006,"8/21/2003",7.73,"Atherix sp.",1,"non",1,NA,1
"14",1006,"8/21/2003",7.73,"Simulium tuberosum",2,"non",1,NA,1
"15",1006,"8/21/2003",7.73,"Rhyacophila sp.",1,"non",1,NA,1
"16",1006,"8/21/2003",7.73,"Rheotanytarsus exiguus gr.",11,"non",1,NA,1
"17",1006,"8/21/2003",7.73,"Pagastia orthogonia",1,"non",1,NA,1
"18",1006,"8/21/2003",7.73,"Dicranota sp.",1,"non",1,NA,1
"19",1006,"8/21/2003",7.73,"Stenelmis crenata",10,"non",1,NA,1
"20",1006,"8/21/2003",7.73,"Simulium latipes",1,"non",1,NA,1
"21",1006,"8/21/2003",7.73,"Dubiraphia sp.",1,"non",1,NA,1
"22",1006,"8/21/2003",7.73,"Optioservus sp.",1,"non",1,NA,1
"23",1006,"8/21/2003",7.73,"Baetis intercalaris",7,"non",1,NA,1
"24",1006,"8/21/2003",7.73,"Nigronia serricornis",1,"non",1,NA,1
"25",1006,"8/21/2003",7.73,"Baetis flavistriga",9,"non",1,NA,1
"26",1006,"8/21/2003",7.73,"Tvetenia vitracies",1,"non",1,NA,1
"27",1006,"8/21/2003",7.73,"Thienemannimyia gr. spp.",3,"non",1,NA,1
"28",1006,"8/21/2003",7.73,"Cricotopus trifascia gr.",6,"non",1,NA,1
"29",1006,"8/21/2003",7.73,"Baetis pluto",7,"non",1,NA,1
"30",1006,"8/21/2003",7.73,"Cheumatopsyche sp.",4,"non",1,NA,1
"31",1006,"8/21/2003",7.73,"Cricotopus tremulus gr.",4,"non",1,NA,1
"32",1006,"8/21/2003",7.73,"Cricotopus bicinctus",3,"non",1,NA,1
"33",1010,"8/19/2003",6.8,"Epeorus (Iron) sp.",3,"slt",1,NA,2
"34",1010,"8/19/2003",6.8,"Nigronia serricornis",2,"slt",1,NA,2
"35",1010,"8/19/2003",6.8,"Simulium tuberosum",5,"slt",1,NA,2
"36",1010,"8/19/2003",6.8,"Baetis flavistriga",2,"slt",1,NA,2
"37",1010,"8/19/2003",6.8,"Dicranota sp.",1,"slt",1,NA,2
"38",1010,"8/19/2003",6.8,"Stenelmis sp.",1,"slt",1,NA,2
"39",1010,"8/19/2003",6.8,"Orthocladius (Symposiocladius) lignicola",1,"slt",1,NA,2
"40",1010,"8/19/2003",6.8,"Undetermined Lumbriculidae",6,"slt",1,NA,2
"41",1010,"8/19/2003",6.8,"Microtendipes rydalensis gr.",1,"slt",1,NA,2
"42",1010,"8/19/2003",6.8,"Hydropsyche sparna",5,"slt",1,NA,2
"43",1010,"8/19/2003",6.8,"Micropsectra dives gr.",12,"slt",1,NA,2
"44",1010,"8/19/2003",6.8,"Baetis brunneicolor",23,"slt",1,NA,2
"45",1010,"8/19/2003",6.8,"Paratanytarsus confusus",1,"slt",1,NA,2
"46",1010,"8/19/2003",6.8,"Optioservus sp.",2,"slt",1,NA,2
"47",1010,"8/19/2003",6.8,"Pagastia orthogonia",1,"slt",1,NA,2
"48",1010,"8/19/2003",6.8,"Dolophilodes sp.",18,"slt",1,NA,2
"49",1010,"8/19/2003",6.8,"Physella sp.",1,"slt",1,NA,2
"50",1010,"8/19/2003",6.8,"Polypedilum aviceps",14,"slt",1,NA,2
"51",1010,"8/19/2003",6.8,"Thienemannimyia gr. spp.",1,"slt",1,NA,2
"52",1012,"8/21/2003",5.55,"Rheocricotopus robacki",9,"slt",1,NA,2
"53",1012,"8/21/2003",5.55,"Simulium tuberosum",4,"slt",1,NA,2
"54",1012,"8/21/2003",5.55,"Prostoma graecense",1,"slt",1,NA,2
"55",1012,"8/21/2003",5.55,"Thienemannimyia gr. spp.",17,"slt",1,NA,2
"56",1012,"8/21/2003",5.55,"Tanytarsus sp.",2,"slt",1,NA,2
"57",1012,"8/21/2003",5.55,"Limnodrilus hoffmeisteri",14,"slt",1,NA,2
"58",1012,"8/21/2003",5.55,"Nigronia serricornis",1,"slt",1,NA,2
"59",1012,"8/21/2003",5.55,"Tubifex tubifex",1,"slt",1,NA,2
"60",1012,"8/21/2003",5.55,"Hydropsyche betteni",15,"slt",1,NA,2
"61",1012,"8/21/2003",5.55,"Rheotanytarsus exiguus gr.",3,"slt",1,NA,2
"62",1012,"8/21/2003",5.55,"Caecidotea racovitzai",6,"slt",1,NA,2
"63",1012,"8/21/2003",5.55,"Ferrissia sp.",1,"slt",1,NA,2
"64",1012,"8/21/2003",5.55,"Undetermined Lumbricina",1,"slt",1,NA,2
"65",1012,"8/21/2003",5.55,"Acentrella sp.",1,"slt",1,NA,2
"66",1012,"8/21/2003",5.55,"Cricotopus vierriensis",4,"slt",1,NA,2
"67",1012,"8/21/2003",5.55,"Stenelmis crenata",1,"slt",1,NA,2
"68",1012,"8/21/2003",5.55,"Baetis intercalaris",3,"slt",1,NA,2
"69",1012,"8/21/2003",5.55,"Cheumatopsyche sp.",1,"slt",1,NA,2
"70",1012,"8/21/2003",5.55,"Cricotopus bicinctus",9,"slt",1,NA,2
"71",1012,"8/21/2003",5.55,"Stenonema sp.",2,"slt",1,NA,2
"72",1012,"8/21/2003",5.55,"Dicranota sp.",1,"slt",1,NA,2
"73",1012,"8/21/2003",5.55,"Hydroptila sp.",2,"slt",1,NA,2
"74",1012,"8/21/2003",5.55,"Cricotopus trifascia gr.",1,"slt",1,NA,2
"75",1015,"8/21/2003",7.28,"Parametriocnemus lundbecki",4,"slt",1,NA,2
"76",1015,"8/21/2003",7.28,"Hydroptila sp.",2,"slt",1,NA,2
"77",1015,"8/21/2003",7.28,"Pteronarcys proteus",3,"slt",1,NA,2
"78",1015,"8/21/2003",7.28,"Thienemannimyia gr. spp.",1,"slt",1,NA,2
"79",1015,"8/21/2003",7.28,"Simulium tuberosum",3,"slt",1,NA,2
"80",1015,"8/21/2003",7.28,"Polypedilum aviceps",2,"slt",1,NA,2
"81",1015,"8/21/2003",7.28,"Micropsectra dives gr.",16,"slt",1,NA,2
"82",1015,"8/21/2003",7.28,"Micrasema sp.",1,"slt",1,NA,2
"83",1015,"8/21/2003",7.28,"Dolophilodes sp.",9,"slt",1,NA,2
"84",1015,"8/21/2003",7.28,"Dicranota sp.",1,"slt",1,NA,2
"85",1015,"8/21/2003",7.28,"Nigronia serricornis",3,"slt",1,NA,2
"86",1015,"8/21/2003",7.28,"Glossosoma sp.",11,"slt",1,NA,2
"87",1015,"8/21/2003",7.28,"Musculium sp.",1,"slt",1,NA,2
"88",1015,"8/21/2003",7.28,"Cheumatopsyche sp.",12,"slt",1,NA,2
"89",1015,"8/21/2003",7.28,"Undetermined Lumbricina",5,"slt",1,NA,2
"90",1015,"8/21/2003",7.28,"Epeorus (Iron) sp.",3,"slt",1,NA,2
"91",1015,"8/21/2003",7.28,"Baetis intercalaris",14,"slt",1,NA,2
"92",1015,"8/21/2003",7.28,"Promoresia tardella",6,"slt",1,NA,2
"93",1015,"8/21/2003",7.28,"Acroneuria abnormis",3,"slt",1,NA,2
"94",1020,"8/20/2003",7.78,"Dolophilodes sp.",15,"non",1,NA,1
"95",1020,"8/20/2003",7.78,"Glossosoma sp.",2,"non",1,NA,1
"96",1020,"8/20/2003",7.78,"Parametriocnemus lundbecki",4,"non",1,NA,1
"97",1020,"8/20/2003",7.78,"Hydropsyche sparna",14,"non",1,NA,1
"98",1020,"8/20/2003",7.78,"Hydropsyche morosa",1,"non",1,NA,1
"99",1020,"8/20/2003",7.78,"Potthastia longimana gr.",1,"non",1,NA,1
"100",1020,"8/20/2003",7.78,"Baetis intercalaris",19,"non",1,NA,1
"101",1020,"8/20/2003",7.78,"Hexatoma sp.",3,"non",1,NA,1
"102",1020,"8/20/2003",7.78,"Simulium tuberosum",2,"non",1,NA,1
"103",1020,"8/20/2003",7.78,"Brachycentrus appalachia",3,"non",1,NA,1
"104",1020,"8/20/2003",7.78,"Epeorus (Iron) sp.",8,"non",1,NA,1
"105",1020,"8/20/2003",7.78,"Optioservus sp.",12,"non",1,NA,1
"106",1020,"8/20/2003",7.78,"Isonychia bicolor",1,"non",1,NA,1
"107",1020,"8/20/2003",7.78,"Symbiocladius equitans",1,"non",1,NA,1
"108",1020,"8/20/2003",7.78,"Polypedilum aviceps",4,"non",1,NA,1
"109",1020,"8/20/2003",7.78,"Hydropsyche slossonae",1,"non",1,NA,1
"110",1020,"8/20/2003",7.78,"Micropsectra dives gr.",3,"non",1,NA,1
"111",1020,"8/20/2003",7.78,"Paragnetina media",3,"non",1,NA,1
"112",1020,"8/20/2003",7.78,"Agnetina sp.",2,"non",1,NA,1
"113",1020,"8/20/2003",7.78,"Stenonema vicarium",1,"non",1,NA,1
"114",1024,"8/21/2003",7.4,"Atherix sp.",1,"slt",1,NA,1
"115",1024,"8/21/2003",7.4,"Chimarra aterrima?",2,"slt",1,NA,1
"116",1024,"8/21/2003",7.4,"Hydropsyche slossonae",9,"slt",1,NA,1
"117",1024,"8/21/2003",7.4,"Antocha sp.",3,"slt",1,NA,1
"118",1024,"8/21/2003",7.4,"Baetis flavistriga",6,"slt",1,NA,1
"119",1024,"8/21/2003",7.4,"Simulium gouldingi",3,"slt",1,NA,1
"120",1024,"8/21/2003",7.4,"Cricotopus bicinctus",6,"slt",1,NA,1
"121",1024,"8/21/2003",7.4,"Eukiefferiella devonica gr.",4,"slt",1,NA,1
"122",1024,"8/21/2003",7.4,"Epeorus (Iron) sp.",1,"slt",1,NA,1
"123",1024,"8/21/2003",7.4,"Baetis intercalaris",13,"slt",1,NA,1
"124",1024,"8/21/2003",7.4,"Psephenus herricki",2,"slt",1,NA,1
"125",1024,"8/21/2003",7.4,"Parametriocnemus lundbecki",4,"slt",1,NA,1
"126",1024,"8/21/2003",7.4,"Polypedilum aviceps",2,"slt",1,NA,1
"127",1024,"8/21/2003",7.4,"Hydropsyche betteni",2,"slt",1,NA,1
"128",1024,"8/21/2003",7.4,"Diamesa sp.",1,"slt",1,NA,1
"129",1024,"8/21/2003",7.4,"Stenelmis crenata",1,"slt",1,NA,1
"130",1024,"8/21/2003",7.4,"Prostoma graecense",2,"slt",1,NA,1
"131",1024,"8/21/2003",7.4,"Rheotanytarsus exiguus gr.",1,"slt",1,NA,1
"132",1024,"8/21/2003",7.4,"Promoresia tardella",3,"slt",1,NA,1
"133",1024,"8/21/2003",7.4,"Cricotopus trifascia gr.",2,"slt",1,NA,1
"134",1024,"8/21/2003",7.4,"Simulium tuberosum",2,"slt",1,NA,1
"135",1024,"8/21/2003",7.4,"Rheocricotopus robacki",2,"slt",1,NA,1
